objectnummer,titel,map_ready_termen,regio
NG-1994-65-5-49-2,Wagenwegstraat,Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-1994-65-5-49-4,Kamp op Patrick-savanna,Suriname (Zuid-Amerika),suriname
NG-1994-65-5-49-5,Immigrantendepot,Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-1994-65-5-49-6,Brug over mond Knuffelsgracht,Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-1994-65-5-50-1,Immigrantendepot,Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-1994-65-5-50-2,Brug over mond Knuffelsgracht,Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-1994-65-5-50-3,Hindostaanse contractarbeiders in het immigrantendepot,Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-1994-65-5-50-4,'s Landsgrond Boniface,Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-1994-65-5-50-5,In den tuin van het hospitaal,Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-1994-65-5-50-6,Javanen,Suriname (Zuid-Amerika),suriname
NG-1994-65-5-19-3,Patrick-savanna,Suriname (Zuid-Amerika),suriname
NG-2010-111,"Portret van Aleidus Coenen, componist",Suriname (Zuid-Amerika),suriname
NG-2010-133,Kelkglas met het opschrift: T WELVAREN VAN SIPARIPABO,Suriname (Zuid-Amerika),suriname
RP-F-2009-282-2,"Gezicht op ""Paramaribo"" (van den Marine steiger)",Paramaribo (stad),suriname
RP-F-2009-282-5,Gezicht op de reede,Paramaribo (stad),suriname
RP-F-2009-282-6-1,"Hr. Ms. Stationsschip ""Suriname""",Paramaribo (stad),suriname
RP-F-2009-282-6-2,Aan den Waterkant,Paramaribo (stad),suriname
RP-F-2009-282-7-1,De Tamarindelaan (in den regentijd),Paramaribo (stad),suriname
RP-F-2009-282-7-2,"Weg naar ""Combé""",Paramaribo (stad),suriname
RP-F-2009-282-8-1,Woning v/d Maj. de Meester,Paramaribo (stad),suriname
RP-F-2009-282-8-2,Gedeelte v/h Gouvernementsplein op 31 Augs.,Paramaribo (stad),suriname
RP-F-2009-282-9-1,Ged. v/h Gouvs.plein op 31 Augs.,Paramaribo (stad),suriname
RP-F-2009-282-9-2,Ged. v/h Gouvs.plein op 31 Augs.,Paramaribo (stad),suriname
RP-F-2009-282-10-1,De Sociëteit,Paramaribo (stad),suriname
RP-F-2009-282-10-2,De Gravenstraat,Paramaribo (stad),suriname
RP-F-2009-282-11-1,Overdekte Markt op den Heiligen Weg,Paramaribo (stad),suriname
RP-F-2009-282-11-2,Winkel a/d Waterkant,Paramaribo (stad),suriname
RP-F-2009-282-12-1,Aan den Waterkant,Paramaribo (stad),suriname
RP-F-2009-282-12-2,Steiger der K.W.I.M.,Paramaribo (stad),suriname
RP-F-2009-282-13-1,Synagoge der Ned. Isr. Gem.,Paramaribo (stad),suriname
RP-F-2009-282-15,"Het Militair ""Te Huis"" (Gravenstraat)",Paramaribo (stad),suriname
RP-F-2009-282-16,Winkel voor Hindostaanse contractarbeiders uit Brits-Indië,Paramaribo (stad),suriname
RP-F-2009-282-17,Het hospitaal,Paramaribo (stad),suriname
RP-F-2009-282-18-1,Lepra,Paramaribo (stad),suriname
RP-F-2009-282-18-2,Boeboe (Elephantiasis),Paramaribo (stad),suriname
RP-F-2009-282-19-1,Jaios,Paramaribo (stad),suriname
RP-F-2009-282-19-2,Jaios,Paramaribo (stad),suriname
RP-F-2009-282-21,Onze woning in de Gravenstraat (3 Mrt '95 - 16 Mrt 96),Paramaribo (stad),suriname
RP-F-2009-282-22-1,Ons Intérieur,Paramaribo (stad),suriname
RP-F-2009-282-22-2,Ons Intérieur,Paramaribo (stad),suriname
RP-F-2009-282-23-1,Ons Intérieur,Paramaribo (stad),suriname
RP-F-2009-282-23-2,Ons Intérieur,Paramaribo (stad),suriname
RP-F-2009-282-24-1,Dolly en onze trouwe Hector,Paramaribo (stad),suriname
RP-F-2009-282-24-2,Idylle,Paramaribo (stad),suriname
RP-F-2009-282-25-1,Echtpaar Lelyveld,Paramaribo (stad),suriname
RP-F-2009-282-25-2,Echtpaar Lelyveld,Paramaribo (stad),suriname
RP-F-2009-282-25-3,Woningen achter het huis van Lelyveld aan de Gravenstraat te Paramaribo,Paramaribo (stad),suriname
RP-F-2009-282-32,Hindostaanse contractarbeiders in het immigrantendepot,Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
RP-F-2009-282-37,De Combé-weg en brug over de Sommeldijksche kreek,Paramaribo (stad),suriname
RP-F-2009-282-38-1,De Sommeldijksche kreek,Paramaribo (stad),suriname
RP-F-2009-282-49,De Ricanaukreek (30 Jan. '96),Suriname (Zuid-Amerika),suriname
RP-F-2009-282-50-1,Marrondorp Wanhatti,Suriname (Zuid-Amerika),suriname
RP-F-2009-282-50-2,Heilige plaats in het kamp Wanhatti (30 Jan.i '96),Suriname (Zuid-Amerika),suriname
RP-F-2009-282-54,De Saramacca (gen. van Groningen). (17 octr. '95),Suriname (Zuid-Amerika),suriname
RP-F-2009-282-55,In de Para savanne (tusschen Post Republiek en Berlijn),Suriname (Zuid-Amerika),suriname
RP-F-2009-282-56-1,Marrondorp aan de Saramacca,Suriname (Zuid-Amerika),suriname
RP-F-2009-282-56-2,Marrondorp aan de Saramacca,Suriname (Zuid-Amerika),suriname
RP-F-2009-282-57-1,Groep Saramaccaner Marrons,Suriname (Zuid-Amerika),suriname
RP-F-2009-282-57-2,Dorp aan de Groote Poïka-kreek (Saramacca),Suriname (Zuid-Amerika),suriname
RP-F-2009-282-59,Batavia. vroeger leprosen établissement a/d Coppename (7 Augs. '95),Suriname (Zuid-Amerika),suriname
RP-F-2009-282-60,Bezoek aan een dorp aan de Tittiebo-kreek te Wayombo,Suriname (Zuid-Amerika),suriname
RP-F-2009-282-61,Dorp aan de Tittiebo-kreek,Suriname (Zuid-Amerika),suriname
RP-F-2009-282-62-1,Groepsportret van bewoners van een dorp aan de Tittiebo-kreek,Suriname (Zuid-Amerika),suriname
RP-F-2009-282-62-2,"Interieur van een woning aan de Donders Kreek, Suriname",Suriname (Zuid-Amerika),suriname
RP-F-2009-282-63,Het reisgezelschap van gouverneur Titus van Asch van Wijck in een dorp aan de Donderskreek,Suriname (Zuid-Amerika),suriname
RP-F-2009-282-71,"Aan boord v/d ""Curaçao"" (7 Sept. '95)",Suriname (Zuid-Amerika),suriname
RP-F-2009-282-72-1,Hindostaanse contractarbeider met kinderen,Suriname (Zuid-Amerika),suriname
RP-F-2009-282-72-2,Hindostaanse immigranten,Suriname (Zuid-Amerika),suriname
RP-F-2009-282-73-1,Georgientje,Suriname (Zuid-Amerika),suriname
RP-F-2009-282-73-2,Kaboetarie,Suriname (Zuid-Amerika),suriname
RP-F-2009-282-74-1,"Groepen uit ""Zes meisjes en geen man"" ten Gouv.s huize opgevoerd",Suriname (Zuid-Amerika),suriname
RP-F-2009-282-74-2,"Groepen uit ""Zes meisjes en geen man"" ten Gouv.s huize opgevoerd",Suriname (Zuid-Amerika),suriname
RP-F-2009-282-75-1,Japie (kwatta-aap),Suriname (Zuid-Amerika),suriname
RP-F-2009-282-75-2,"""Le contre Amiral Courbet""",Suriname (Zuid-Amerika),suriname
RP-F-2009-282-76-1,"Vijf geslachten in een ""bakje""",Suriname (Zuid-Amerika),suriname
RP-F-2009-282-76-2,"Portret van King, leider van de Saramaccaners, op de dag van zijn installatie",Suriname (Zuid-Amerika),suriname
RP-F-2009-282-77-1,Onze kokkie met dochtertje,Suriname (Zuid-Amerika),suriname
RP-F-2009-282-77-2,Bloemen bij Roosjes geboorte,Suriname (Zuid-Amerika),suriname
RP-F-2009-282-78-1,Adine Hanker en Dolly als kotto misi,Suriname (Zuid-Amerika),suriname
RP-F-2009-282-78-2,"Idem, Dolly met Roosje op den arm",Suriname (Zuid-Amerika),suriname
RP-F-2009-282-79-1,Gezelschap rijtoer 5 Juni '98,Suriname (Zuid-Amerika),suriname
RP-F-2009-282-79-2,Groepsportret,Suriname (Zuid-Amerika),suriname
RP-F-2009-282-80,Eerste steenlegging sluis Saramacca-kanaal,Paramaribo (stad),suriname
RP-F-2009-282-81,"De ""Willem IV"", waarmede wij terugkeerden",Paramaribo (stad),suriname
RP-F-2009-282-82-1,Bezoek aan een dorp aan de Tittiebo-kreek te Wayombo,Suriname (Zuid-Amerika),suriname
NG-1994-32-29,Gezicht op de stad van af de rivier,Paramaribo (stad),suriname
NG-1994-32-27,R.C. Kerk (Gravenstraat),Paramaribo (stad),suriname
NG-1994-32-2,Plantage Marienburg - Straat,Suriname (Zuid-Amerika),suriname
NG-1994-32-6-1,Kankantrieboom,Suriname (Zuid-Amerika),suriname
NG-1994-32-6-2,Bakove,Suriname (Zuid-Amerika),suriname
NG-1994-32-6-3,Cocospalm,Suriname (Zuid-Amerika),suriname
NG-1994-32-7,Kreek in de Boven Para,Suriname (Zuid-Amerika),suriname
NG-1994-32-1,Plantage Marienburg. Sluis,Suriname (Zuid-Amerika),suriname
NG-1994-32-18-1,Herrnhutter Begrafenis I,Paramaribo (stad),suriname
NG-1994-32-18-2,Herrnhutter Begrafenis II,Paramaribo (stad),suriname
NG-1994-32-20-1,Karreman,Paramaribo (stad),suriname
NG-1994-32-20-2,De Huiskeer der Gestraften,Paramaribo (stad),suriname
NG-1994-32-19-2,Postkantoor,Paramaribo (stad),suriname
NG-1994-32-11,Hindostaans meisje,Paramaribo (stad),suriname
NG-1994-32-12,Cottomissies,Paramaribo (stad),suriname
NG-1994-32-10,Marronvrouwen en -meisjes,Suriname (Zuid-Amerika),suriname
NG-1994-32-8,Drie Surinaamse vrouwen en een kind,Suriname (Zuid-Amerika),suriname
NG-1994-32-28,Interieur R.C. Kerk,Paramaribo (stad),suriname
NG-1994-32-25,Onder de Markt (Heiligenweg) Verkoopsters van Cassavebrood en Pindakaas,Paramaribo (stad),suriname
NG-1994-32-23,Onze Buren: de Hr & Mw Poggie,Paramaribo (stad),suriname
NG-1994-32-16-1,Waterkant Markt,Paramaribo (stad),suriname
NG-1994-32-16-2,Bananenmarkt 's morgens 6 uur,Paramaribo (stad),suriname
NG-1994-32-9,Marrondorp,Suriname (Zuid-Amerika),suriname
NG-1994-32-4,Plantage Marienburg / Malen van suikerriet,Suriname (Zuid-Amerika),suriname
NG-1994-32-30,Noorderkerkstraat (Surinaamsche Bank),Paramaribo (stad),suriname
NG-1994-32-24,Paramaribo,Paramaribo (stad),suriname
NG-1994-32-17-1,Vischvrouwen,Paramaribo (stad),suriname
NG-1994-32-17-2,Marrons,Paramaribo (stad),suriname
NG-1994-32-3,Plantage Marienburg - Fabrieksgebouw,Suriname (Zuid-Amerika),suriname
NG-2009-126-1,Familiefoto van moeder en kinderen Gonggrijp,Suriname (Zuid-Amerika),suriname
NG-2009-126-3,Kinderfoto van Maria Gonggrijp,Suriname (Zuid-Amerika),suriname
NG-2009-126-4,Kinderfoto van Maria Gonggrijp,Suriname (Zuid-Amerika),suriname
NG-2009-126-5,Familie Gonggrijp,Suriname (Zuid-Amerika),suriname
NG-2009-126-6-1,Maria Gonggrijp,Suriname (Zuid-Amerika),suriname
NG-2009-126-6-2,Maria Gonggrijp,Suriname (Zuid-Amerika),suriname
NG-2009-126-8-1,Maria Gonggrijp in Wageningen,Suriname (Zuid-Amerika),suriname
NG-2009-126-8-2,Maria Gonggrijp in Wageningen,Suriname (Zuid-Amerika),suriname
NG-2009-126-9-1,Maria Gonggrijp in Paramaribo,Paramaribo (stad),suriname
NG-2009-126-9-2,Maria Gonggrijp met een vriendin,Suriname (Zuid-Amerika),suriname
NG-2009-126-9-3,Maria Gonggrijp,Suriname (Zuid-Amerika),suriname
NG-2009-126-12-1,Maria Gonggrijp,Suriname (Zuid-Amerika),suriname
NG-2009-126-14-1,Maria Gonggrijp als kotomisi,Suriname (Zuid-Amerika),suriname
NG-2009-125-21,"Plantagewoning, vermoedelijk op plantage Clevia",Suriname (Zuid-Amerika),suriname
NG-2009-125-3,In een bootje,Suriname (Zuid-Amerika),suriname
NG-2009-125-5,Bouwen van een overkapping,Suriname (Zuid-Amerika),suriname
NG-2009-125-6,Louise Ten Bruggencate-Gonggrijp,Suriname (Zuid-Amerika),suriname
NG-2009-125-7,Maria Gonggrijp en een vriendin,Suriname (Zuid-Amerika),suriname
NG-2009-125-9,Plantagehuis op Morgenstond,Suriname (Zuid-Amerika),suriname
NG-2009-125-11,Familie op bed,Suriname (Zuid-Amerika),suriname
NG-2009-125-13,Op Clevia,Suriname (Zuid-Amerika),suriname
NG-2009-125-15,Hondje Tip,Suriname (Zuid-Amerika),suriname
NG-2009-125-16,Vrouwen op veranda,Suriname (Zuid-Amerika),suriname
NG-2009-125-17,Maria Gonggrijp met vriendinnen op de trap,Suriname (Zuid-Amerika),suriname
NG-2009-125-18,Tussen bananenbomen,Suriname (Zuid-Amerika),suriname
NG-2009-125-19,Maria en Sacha op Clevia,Suriname (Zuid-Amerika),suriname
NG-2009-125-20,Twee vrouwen in een kano op Clevia,Suriname (Zuid-Amerika),suriname
NG-2009-129-1,Maria Gonggrijp zwemmend,Suriname (Zuid-Amerika),suriname
NG-2009-129-2-1,Koninginnedag,Suriname (Zuid-Amerika),suriname
NG-2009-129-3-1,In Het Park,Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-2009-129-2-2,Bezoek aan een goudplacer,Suriname (Zuid-Amerika),suriname
NG-2009-129-3-2,Parade,Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-2009-129-4-1,Op een spoorkarretje,Suriname (Zuid-Amerika),suriname
NG-2009-129-4-2,Kantoor op Marienburg,Suriname (Zuid-Amerika),suriname
NG-2009-129-5,In de tuin op Marienburg,Suriname (Zuid-Amerika),suriname
NG-2009-129-6,Optocht van schoolkinderen,Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-2009-129-7-1,Bacovenboot,Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-2009-129-7-2,Passagiers op het dek,Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-2009-129-8,Groepsfoto bij tennismatch,Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-2009-129-9,Tenniswedstrijd,Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-2009-129-10,Koninginnedag voor het Gouvernementshuis,Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-2009-129-11-1,Op Marienburg,Suriname (Zuid-Amerika),suriname
NG-2009-129-11-2,Op Marienburg,Suriname (Zuid-Amerika),suriname
NG-2009-129-12-1,Op bezoek in een nederzetting in Suriname,Suriname (Zuid-Amerika),suriname
NG-2009-129-12-2,Sociëteit Het Park,Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-2009-129-12-3,Bezoek aan een goudplacer,Suriname (Zuid-Amerika),suriname
NG-2009-129-13,Koninginnedag,Suriname (Zuid-Amerika) | Paramaribo (stad),suriname | suriname
NG-2009-129-14,De H.M. Utrecht,Suriname (Zuid-Amerika),suriname
NG-2009-129-15,Landingsdivisie,Suriname (Zuid-Amerika),suriname
NG-2009-129-16-1,Tocht naar Kabelstation,Suriname (Zuid-Amerika),suriname
NG-2009-129-16-2,Tocht naar Kabelstation,Suriname (Zuid-Amerika),suriname
NG-2009-129-16-3,Tocht naar Kabelstation,Suriname (Zuid-Amerika),suriname
NG-2009-129-16-4,Tocht naar Kabelstation,Suriname (Zuid-Amerika),suriname
NG-2009-129-17-1,Bos en water bij Kabelstation,Suriname (Zuid-Amerika),suriname
NG-2009-129-17-2,Kabelstation,Suriname (Zuid-Amerika),suriname
NG-2009-129-17-3,Groepsfoto bij Kabelstation,Suriname (Zuid-Amerika),suriname
NG-2009-129-18-2,Groepsfoto op de bacovenboot,Suriname (Zuid-Amerika),suriname
NG-2009-129-19-1,Op Morgenstond,Suriname (Zuid-Amerika),suriname
NG-2009-129-19-2,Op Morgenstond,Suriname (Zuid-Amerika),suriname
NG-2009-129-20,Per trein naar de Guyana goudplacer,Suriname (Zuid-Amerika),suriname
NG-2009-129-21-1,Op Morgenstond,Suriname (Zuid-Amerika),suriname
NG-2009-129-21-2,Op Morgenstond,Suriname (Zuid-Amerika),suriname
NG-2009-129-22,Kanaal met brug op Morgenstond,Suriname (Zuid-Amerika),suriname
NG-2009-129-23,Groepsfoto op Morgenstond,Suriname (Zuid-Amerika),suriname
NG-2009-129-24,Op plantage Suzanna's dal,Suriname (Zuid-Amerika),suriname
NG-2009-129-25,Ingenieurskamp,Suriname (Zuid-Amerika),suriname
NG-2009-129-26,"Verklede bemanning van de Halve Maan, in New York",Suriname (Zuid-Amerika),suriname
RP-F-BR-2011-1-3,"Paramaribo, Jodenbreestraat",Paramaribo (stad),suriname
RP-F-BR-2011-1-4,Lobo en Estelle thuis,Paramaribo (stad),suriname
RP-F-BR-2011-1-5,Lobo en Estelle,Paramaribo (stad),suriname
RP-F-BR-2011-1-6,"Het erfje, in het eerste huis wonen Lobo en Estelle",Paramaribo (stad),suriname
RP-F-BR-2011-1-7,Lobo onderweg,Paramaribo (stad),suriname
RP-F-BR-2011-1-8,Lotenverkoop,Paramaribo (stad),suriname
RP-F-BR-2011-1-9,Tussenhandel in staatsloten,Paramaribo (stad),suriname
RP-F-BR-2011-1-10,Estelle met het pakje brood voor haar mijnheer,Paramaribo (stad),suriname
RP-F-BR-2011-1-11,Estelle met het pakje brood voor haar mijnheer,Paramaribo (stad),suriname
RP-F-BR-2011-1-15,Wachten op uitbetaling van de AOW en kinderbijslag te Mariënburg vlak voor de verkiezingen van 1973,Paramaribo (stad),suriname
RP-F-BR-2011-1-16,Bewoonsters van 's-Lands Grond,Paramaribo (stad),suriname
RP-F-BR-2011-1-17,Bejaarde vrouw in het Weldadigheidsgesticht,Paramaribo (stad),suriname
RP-F-BR-2011-1-18,"'s-Lands Weldadigheidsgesticht, bewoner van de afdeling psychiatrie",Paramaribo (stad),suriname
RP-F-BR-2011-1-19,"'s-Lands Weldadigheidsgesticht, mannenzaal",Paramaribo (stad),suriname
RP-F-BR-2011-1-20,"'s-Lands Weldadigheidsgesticht, vrouwenzaal",Paramaribo (stad),suriname
RP-F-BR-2011-1-21,Ultramodern bejaardenhuis van de EBG,Paramaribo (stad),suriname
RP-F-BR-2011-1-22,Hindostaans bejaardenoord Jai Govind,Paramaribo (stad),suriname
RP-F-BR-2011-1-23,Witte pater in 's-Lands Weldadigheidsgesticht,Paramaribo (stad),suriname
RP-F-BR-2011-1-24,Een oud echtpaar,Paramaribo (stad),suriname
RP-F-BR-2011-1-25,"Hoelasi Bihari en Karhili Parbati, emigranten echtpaar, in 1913 uit India naar Suriname gekomen",Paramaribo (stad),suriname
RP-F-BR-2011-1-26,"Hoelasi Bihari en Karhili Parbati, emigranten echtpaar, in 1913 uit India naar Suriname gekomen",Paramaribo (stad),suriname
RP-F-BR-2011-1-27,"Mevrouw Bihari huilt als ze vertelt over India, en over haar komst naar Suriname",Paramaribo (stad),suriname
RP-F-BR-2011-1-28,Affiche voor Indiase film,Paramaribo (stad),suriname
RP-F-BR-2011-1-29,Bedelaar,Paramaribo (stad),suriname
RP-F-BR-2011-1-30,Hindostaanse lijkverbranding,Paramaribo (stad),suriname
RP-F-BR-2011-1-31,Huilende vrouwen bij een Hindostaanse lijkverbranding,Paramaribo (stad),suriname
RP-F-BR-2011-1-32,Hindostaanse lijkverbranding in de regen,Paramaribo (stad),suriname
RP-F-BR-2011-1-33,Hindostaanse bruiloft,Paramaribo (stad),suriname
RP-F-BR-2011-1-34,Een café in de polder,Suriname (Zuid-Amerika),suriname
RP-F-BR-2011-1-36,De padiboeren werken een deel van het jaar in loondienst bij de eigenaar van een pelmolen,Suriname (Zuid-Amerika),suriname
RP-F-BR-2011-1-37,De rijstkoper Ramawad Soechidt overreedt de boeren met succes om hun padi aan hem te verkopen,Suriname (Zuid-Amerika),suriname
RP-F-BR-2011-1-38,Hindostaanse boer,Suriname (Zuid-Amerika),suriname
RP-F-BR-2011-1-39,Onder het huis van de familie Rampersad,Suriname (Zuid-Amerika),suriname
RP-F-BR-2011-1-40,Familie in de Corantijnpolder,Suriname (Zuid-Amerika),suriname
RP-F-BR-2011-1-41,Landloos boerengezin,Suriname (Zuid-Amerika),suriname
RP-F-BR-2011-1-42,Arbeider op de bananenplantage,Suriname (Zuid-Amerika),suriname
RP-F-BR-2011-1-43,"De bananen komen aan een ketting van het land naar de fabriek, de ketting loopt door, de volgende tros mag niet gemist worden",Suriname (Zuid-Amerika),suriname
RP-F-BR-2011-1-44,Verkiezingsaffiche,Suriname (Zuid-Amerika),suriname
RP-F-BR-2011-1-45,Sociale Zaken in Nieuw Nickerie,Suriname (Zuid-Amerika),suriname
RP-F-BR-2011-1-46,De wachtenden wordt verteld dat ze vandaag niet meer aan de beurt komen,Suriname (Zuid-Amerika),suriname
RP-F-BR-2011-1-47,Pont over de Nickerie rivier bij Groot-Henar,Suriname (Zuid-Amerika),suriname
RP-F-BR-2011-1-48,Hoofdweg langs de kust,Suriname (Zuid-Amerika),suriname
RP-F-BR-2011-1-49,Jong Hindostaans paar,Suriname (Zuid-Amerika),suriname
RP-F-BR-2011-1-50,Persconferentie van Jaggernath Lachmon,Suriname (Zuid-Amerika),suriname
RP-F-BR-2011-1-51,"Ex-minister, religieus leider en parlementslid dr. R.M. Nannan Pandhay temidden van zijn kerkvolk",Suriname (Zuid-Amerika),suriname
RP-F-BR-2011-1-52,"Hindostanen in de buurt van Paramaribo, vissend voor het avondmaal",Suriname (Zuid-Amerika),suriname
RP-F-BR-2011-1-53,Steeg naar het erf achter het decor,Paramaribo (stad),suriname
RP-F-BR-2011-1-54,"Paramaribo, witte houten stad",Paramaribo (stad),suriname
RP-F-BR-2011-1-55,"Erf aan de Heiligenweg, Paramaribo 1975",Paramaribo (stad),suriname
RP-F-BR-2011-1-56,Achter het mooie voorhuis staan de erfkrotten; Heiligenweg,Paramaribo (stad),suriname
RP-F-BR-2011-1-57,"Creoolse moeder met haar kinderen, bewoonster van het eerste huis op poptjie djarie",Paramaribo (stad),suriname
RP-F-BR-2011-1-58,"Creoolse moeder met haar kinderen, bewoonster van het eerste huis op poptjie djarie",Paramaribo (stad),suriname
RP-F-BR-2011-1-59,Stadserf,Paramaribo (stad),suriname
RP-F-BR-2011-1-60,Portret van de heer Bronner,Paramaribo (stad),suriname
RP-F-BR-2011-1-61,Spelende kinderen in het eerste huis van poptjie djarie,Paramaribo (stad),suriname
RP-F-BR-2011-1-62,Gaten in de vloer van het eerste huis op poptjie djarie,Paramaribo (stad),suriname
RP-F-BR-2011-1-63,De rommel wordt onder de vloer geveegd,Paramaribo (stad),suriname
RP-F-BR-2011-1-64,"Poptjie djarie, het erf van Nassief",Paramaribo (stad),suriname
RP-F-BR-2011-1-65,De afgekeurde volkswoningen van l'Hermitage,Paramaribo (stad),suriname
RP-F-BR-2011-1-66,De in triomf rondgedragen maquette van de Flora-huizen,Paramaribo (stad),suriname
RP-F-BR-2011-1-67,Premier Henck Arron bij de eerste steenlegging voor het Flora-project,Paramaribo (stad),suriname
RP-F-BR-2011-1-68,Gemeenschappelijke ruimte tussen de laatste huizen van poptjie djarie,Paramaribo (stad),suriname
RP-F-BR-2011-1-69,"Op weg naar een Creoolse begrafenis, poptjie djarie",Paramaribo (stad),suriname
RP-F-BR-2011-1-70,"Vrouw die haar kind wast, poptjie djarie",Paramaribo (stad),suriname
RP-F-BR-2011-1-71,Voor het huis van de heer Bronner op poptjie djarie,Paramaribo (stad),suriname
RP-F-BR-2011-1-72,"Bewoners van Yankee-town, de elitebuurt van Paramaribo",Paramaribo (stad),suriname
RP-F-BR-2011-1-73,Het interieur van de heer Bronner,Paramaribo (stad),suriname
RP-F-BR-2011-1-75,Luchtfoto,Suriname (Zuid-Amerika),suriname
RP-F-BR-2011-1-76,Portret van een Surinaamse piaaiman,Suriname (Zuid-Amerika),suriname
RP-F-BR-2011-1-77,Het rulle zandpad van Langamankondre en Christiankondre,Suriname (Zuid-Amerika),suriname
RP-F-BR-2011-1-79,Kapitein Maxmianus Langaman van Langamankondre,Suriname (Zuid-Amerika),suriname
RP-F-BR-2011-1-83,Districtscommissaris J.G. Oscar Koulen begroet de afgezette Aukaanse hogepriester Asinfoe,Suriname (Zuid-Amerika),suriname
RP-F-BR-2011-1-84,"Vrouwen wachten op vleesverkoop, vlees is schaars",Suriname (Zuid-Amerika),suriname
RP-F-BR-2011-1-85,"Het enige vleesverkooppunt, vlees is schaars",Suriname (Zuid-Amerika),suriname
RP-F-BR-2011-1-87,Langatabbetje,Suriname (Zuid-Amerika),suriname
RP-F-BR-2011-1-88,Jonge vrouw met kind,Suriname (Zuid-Amerika),suriname
RP-F-BR-2011-1-89,"Mevrouw Zedenburg, hoofdonderwijzeres te Langatabbetje",Suriname (Zuid-Amerika),suriname
RP-F-BR-2011-1-90,Verkoop van een tapir te Langatabbetje,Suriname (Zuid-Amerika),suriname
RP-F-BR-2011-1-92,Toeristen naar Stoelmanseiland,Suriname (Zuid-Amerika),suriname
RP-F-BR-2011-1-95,Langs de Tapanahony lijdt vijf procent van de bevolking in meerdere of mindere mate aan lepra,Suriname (Zuid-Amerika),suriname
RP-F-BR-2011-1-97,Heiligdom te Nikki; de kankantrieboom erachter wordt door de Marrons ook als heilig beschouwd en vereerd,Suriname (Zuid-Amerika),suriname
RP-F-BR-2011-1-98,De priesters van Gedeonsu; zittend hogepriester Toto,Suriname (Zuid-Amerika),suriname
RP-F-BR-2011-1-99,Plengoffer ter ere van Gedeonsu,Suriname (Zuid-Amerika),suriname
RP-F-BR-2011-1-100,"Het altaar van Ma Tokoo en Ma Falu, persoonsafsplitsingen van Gedeonsu, te Nikki",Suriname (Zuid-Amerika),suriname
RP-F-BR-2011-1-101,Het orakel van Nikki wordt rondgedragen,Suriname (Zuid-Amerika),suriname
RP-F-BR-2011-1-102,Het orakel van Nikki wordt door twee mannen rondgedragen,Suriname (Zuid-Amerika),suriname
RP-F-BR-2011-1-103,"Hogepriester Toto, die het orakel vragen stelt",Suriname (Zuid-Amerika),suriname
RP-F-BR-2011-1-104,Het orakel komt over ons,Suriname (Zuid-Amerika),suriname
RP-F-BR-2011-1-105,Drager van het orakel,Suriname (Zuid-Amerika),suriname
RP-F-BR-2011-1-106,Hoofdkapitein Balawan van Benanu brengt een plengoffer,Suriname (Zuid-Amerika),suriname
RP-F-BR-2011-1-107,Hoofdkapitein Balawan van Benanu brengt met zijn pet in de hand een plengoffer,Suriname (Zuid-Amerika),suriname
RP-F-BR-2011-1-108,Kapitein Akiabun van Fandraki met witte rouwband,Suriname (Zuid-Amerika),suriname
RP-F-BR-2011-1-109,Aankomst van de olomannen te Fandraki; de meisjes van het dorp maken afwerende gebaren,Suriname (Zuid-Amerika),suriname
RP-F-BR-2011-1-110,De olomannen trekken het dorp binnen,Suriname (Zuid-Amerika),suriname
RP-F-BR-2011-1-111,Een basja smeekt de afgevaardigden van de dodenwereld om een goedgunstige behandeling,Suriname (Zuid-Amerika),suriname
RP-F-BR-2011-1-112,De olomannen dragen het lijk uit het dodenhuis,Suriname (Zuid-Amerika),suriname
RP-F-BR-2011-1-113,Lijkfeest te Fandraki; een dans voor het dodenhuis,Suriname (Zuid-Amerika),suriname
RP-F-BR-2011-1-114,Gezamenlijk ontbijt na het dansfeest in de ochtendgloren,Suriname (Zuid-Amerika),suriname
RP-F-BR-2011-1-115,De meisjes van Fandraki maken zich mooi voor het dansfeest,Suriname (Zuid-Amerika),suriname
RP-F-BR-2011-1-116,Jongens van Drietabbetje,Suriname (Zuid-Amerika),suriname
